"Site","GenSiteID","GenID","size_2013","size_2014","size_2015","size_2016","size_2017","size_2018","size_2019","Fate_2013","Fate_2014","Fate_2015","Fate_2016","Fate_2017","Fate_2018"
"FR8","FR8_1836",1836,6.8175148338,19.3597849467,0,4.6972351008,6.8175148338,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1841",1841,100.0282738653,112.6684030428,184.5132663033,209.1574407384,100.0282738653,47.6899841484,53.8551052182,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_1842",0,0,0,0,17.2721249019,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1854",1854,17.3373642783,18.1202367951,0,11.3027219613,17.3373642783,20.3546854368,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1856",1856,18.3322647684,23.649273945,0,14.0101560819,18.3322647684,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1891",1891,7.4699085978,34.9683057504,0,5.8878537201,7.4699085978,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1893",1893,12.4607208924,19.7838408933,0,4.3384185306,12.4607208924,31.5269286453,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1894",1894,11.41689087,0,0,11.1559333644,11.41689087,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1896",1896,14.2548037434,14.9398171956,0,9.296611137,14.2548037434,6.5076277959,17.1905756814,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1897",1897,31.0539431664,42.3077355954,0,14.3363529639,31.0539431664,42.6665521656,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1898",1898,26.1609899364,25.6390749252,0,14.4831415608,26.1609899364,10.275201783,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1900",1900,31.7063369304,0,0,17.2068855255,31.7063369304,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1903",1903,13.5208607589,0,0,6.2955998226,13.5208607589,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1904",1904,10.2262722507,0,0,4.7135449449,10.2262722507,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1907",1907,12.4281012042,16.6686606702,0,3.0662506908,12.4281012042,33.3210114963,30.010113144,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1908",1908,10.8297364824,28.5259173309,0,10.5198494445,10.8297364824,25.0193008494,30.3852395583,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1909",1909,65.0436582708,77.2434216576,0,65.2883059323,65.0436582708,9.6880473954,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1910",1910,6.9479935866,7.176331404,0,4.9908122946,6.9479935866,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1912",1912,26.2262293128,34.903066374,0,9.0356536314,26.2262293128,42.7644112302,47.29854789,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1913",1913,21.8715009381,25.4270469519,0,16.1793653472,21.8715009381,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1925",1925,8.807315814,0,0,0,8.807315814,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_1926",1926,4.1100807132,0,0,0,4.1100807132,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_1927",1927,31.641097554,52.8275850399,23.2089081543,33.4514902491,31.641097554,30.4178592465,22.9479506487,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_1935",1935,9.7369769277,25.0845402258,0,0,9.7369769277,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_1938",1938,9.3781603575,17.777730069,0,0,9.3781603575,7.2578806245,8.3343303351,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_1960",1960,2.6585045883,0,0,0,2.6585045883,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_1966",1966,22.4586553257,40.4973429003,0,0,22.4586553257,13.4230016943,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2018",2018,17.2231953696,21.9367403145,0,0,17.2231953696,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2027",2027,22.2303175083,11.2048628967,0,0,22.2303175083,18.8215600914,12.721678398,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2046",2046,31.2333514515,41.7042713637,0,0,31.2333514515,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2110",2110,48.3586877565,40.1385263301,0,0,48.3586877565,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2116",2116,12.4933405806,22.507584858,0,0,12.4933405806,11.9388058812,9.949004901,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2176",2176,38.9152880226,0,0,0,38.9152880226,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2190",2190,28.8521142129,13.5534804471,0,0,28.8521142129,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2228",2228,3.8328133635,0,0,0,3.8328133635,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2237",2237,84.8927385405,50.4300379572,0,0,84.8927385405,27.8735235669,7.5351479742,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2260",2260,8.4158795556,5.3496288648,0,0,8.4158795556,10.8786660147,11.2701022731,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2332",2332,14.1406348347,12.3302421396,0,0,14.1406348347,13.8470576409,14.0101560819,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2366",2366,3.3108983523,8.3995697115,0,0,3.3108983523,14.3363529639,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2378",2378,12.721678398,25.932652119,0,0,12.721678398,43.5799034352,33.5656591578,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2400",2400,24.6931039674,32.7501669528,0,0,24.6931039674,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2438",2438,14.515761249,0,0,0,14.515761249,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2469",2469,14.5320710931,18.2017860156,0,0,14.5320710931,5.7247552791,7.991823609,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2477",2477,18.5442927417,17.1090264609,0,0,18.5442927417,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2537",2537,14.4179021844,0,0,0,14.4179021844,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2548",2548,23.0294998692,37.7572890915,0,0,23.0294998692,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2562",2562,18.0876171069,0,0,0,18.0876171069,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2620",2620,14.189564367,14.9561270397,0,0,14.189564367,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2659",2659,37.8714580002,47.1680691372,0,0,37.8714580002,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2663",2663,33.3210114963,20.4199248132,0,0,33.3210114963,35.2129534119,22.6543734549,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2668",2668,16.962237864,0,0,0,16.962237864,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2705",2705,11.0091447675,20.3546854368,0,0,11.0091447675,20.0774180871,24.138569268,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2706",2706,12.2976224514,0,0,0,12.2976224514,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2754",2754,10.6177085091,0,0,0,10.6177085091,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2767",2767,16.2282948795,23.9102314506,0,0,16.2282948795,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2796",2796,20.5993330983,20.1263476194,0,0,20.5993330983,33.7287575988,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2809",2809,13.4393115384,27.6941152818,0,0,13.4393115384,9.7532867718,34.1038840131,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2821",2821,23.3067672189,0,0,0,23.3067672189,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_2849",2849,11.8409468166,0,0,0,11.8409468166,0,0,"BC","BC","BC","recruit","AD","AD"
"FR8","FR8_3301",3301,0,26.3893277538,0,0,0,20.7461216952,0,"BC","BC","BC","BC","recruit","AD"
"FR8","FR8_3407",3407,0,9.7043572395,0,0,0,16.9785477081,17.3862938106,"BC","BC","BC","BC","recruit","AD"
"FR8","FR8_3441",3441,0,4.4852071275,0,0,0,8.2038515823,0,"BC","BC","BC","BC","recruit","AD"
"FR8","FR8_3442",3442,0,4.8277138536,0,0,0,0,0,"recruit","died","AD","AD","AD","AD"
"FR8","FR8_3544",3544,53.5289083362,78.0099843303,83.8489085181,41.0518775997,53.5289083362,46.5482950614,2.5769553678,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_4036",0,0,0,0,0,0,22.0835289114,0,"BC","BC","BC","BC","recruit","died"
"FR8","FR8_4067",0,0,0,0,0,0,5.0723615151,11.3027219613,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4072",0,0,0,0,0,0,22.507584858,68.1099089616,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4074",0,0,0,0,0,0,6.5402474841,19.9632491784,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4083",0,0,0,0,0,0,28.9662831216,0,"BC","BC","BC","BC","recruit","died"
"FR8","FR8_4094",0,0,0,0,0,0,3.3108983523,0,"BC","BC","BC","BC","recruit","died"
"FR8","FR8_4095",0,0,0,0,0,0,5.3496288648,0,"BC","BC","BC","BC","recruit","died"
"FR8","FR8_4110",0,0,0,0,0,0,18.0223777305,0,"BC","BC","BC","BC","recruit","died"
"FR8","FR8_4161",0,0,0,0,0,0,10.6177085091,11.6452286874,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4192",0,0,0,0,0,0,3.4739967933,5.2354599561,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4193",0,0,0,0,0,0,11.0254546116,8.0896826736,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4194",0,0,0,0,0,0,15.1844648571,0,"BC","BC","BC","BC","recruit","died"
"FR8","FR8_4196",0,0,0,0,0,0,4.1100807132,15.3638731422,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4197",0,0,0,0,0,0,11.2864121172,13.5534804471,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4198",0,0,0,0,0,0,17.5820119398,18.4138139889,"BC","BC","BC","BC","recruit","alive"
"FR8","FR8_4199",4199,65.6308126584,45.5207748831,47.8367727453,54.6705974232,65.6308126584,16.7665197348,31.7552664627,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_430",430,171.7589682171,190.7436267495,166.1157621585,180.8598612249,171.7589682171,69.806132748,53.2190212983,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_431",431,16.1141259708,0,4.9908122946,15.657450336,16.1141259708,0,0,"BC","recruit","AD","AD","AD","AD"
"FR8","FR8_433",433,113.7937822857,110.0425181427,111.8529108378,115.962991551,113.7937822857,16.6197311379,35.0335451268,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_434",434,188.9332340544,236.8678658643,262.3601521926,246.6374624802,188.9332340544,193.1248639881,139.8569131575,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_435",435,149.6591294616,122.8620556053,125.0801944029,143.689726521,149.6591294616,62.8418293173,2.1855191094,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_437",437,95.9508128403,116.6969345355,64.9294893621,87.0293281176,95.9508128403,59.0742553302,13.4230016943,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_438",438,60.1996345731,48.4891665093,33.3699410286,40.3994838357,60.1996345731,4.1753200896,0,"alive","alive","alive","alive","alive","died"
"FR8","FR8_439",439,519.468534585,554.1921926739,513.107695386,566.7833923191,519.468534585,203.9709103146,188.6070371724,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_440",440,120.3992691462,142.7274457191,98.6256272727,112.701022731,120.3992691462,15.9510275298,15.5759011155,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_441",441,41.1986661966,59.6450998737,33.8429265075,39.632921163,41.1986661966,29.0967618744,49.1415602733,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_442",0,0,0,5.3333190207,0,0,0,0,"BC","recruit","died","AD","AD","AD"
"FR8","FR8_443",443,243.4244231925,314.0623579896,240.896397357,176.2441753446,243.4244231925,184.5132663033,201.8506305816,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_444",444,149.4634113324,170.4868003773,120.4971282108,131.3431745373,149.4634113324,62.792899785,22.8827112723,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_445",445,354.5433910458,390.1640905602,256.0808622141,292.6312228422,354.5433910458,332.6718901077,80.081334531,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_4465",0,0,0,0,0,0,0,18.5606025858,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_4469",0,0,0,0,0,0,0,4.6972351008,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_447",447,10.112103342,26.8296935445,50.2832493603,22.0672190673,10.112103342,19.2293061939,94.2872087421,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_4472",0,0,0,0,0,0,0,10.764497106,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_4473",0,0,0,0,0,0,0,10.8297364824,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_449",449,48.3423779124,75.6613667799,11.9877354135,21.9204304704,48.3423779124,24.4158366177,17.9245186659,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_4496",0,0,0,0,0,0,0,6.8827542102,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_4498",0,0,0,0,0,0,0,5.1049812033,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_4503",0,0,0,0,0,0,0,4.3873480629,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_4526",0,0,0,0,0,0,0,10.5524691327,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_453",453,118.7682847362,142.1729110197,82.4788816137,91.7754927507,118.7682847362,82.9355572485,38.3770631673,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_454",0,0,0,30.3689297142,0,0,0,0,"BC","recruit","died","AD","AD","AD"
"FR8","FR8_455",0,0,0,42.079397778,0,0,0,0,"BC","recruit","died","AD","AD","AD"
"FR8","FR8_4561",0,0,0,0,0,0,0,10.9439053911,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_4563",0,0,0,0,0,0,0,7.3883593773,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_457",457,234.0299529909,256.0156228377,213.9525349038,207.7384843017,234.0299529909,109.8794197017,64.2281660658,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_4571",0,0,0,0,0,0,0,19.8490802697,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_4593",0,0,0,0,0,0,0,6.360839199,"BC","BC","BC","BC","BC","recruit"
"FR8","FR8_460",460,38.2792041027,45.4229158185,89.0680586301,118.8335241126,38.2792041027,68.9743306989,0,"alive","alive","alive","alive","alive","died"
"FR8","FR8_4600",0,0,0,0,0,0,0,19.9632491784,"BC","BC","BC","BC","BC","recruit"
